"date","geography","geography code","Rural Urban","Sex: All persons; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: All persons; Economic Activity: Economically active; measures: Value","Sex: All persons; Economic Activity: Economically active: In employment; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: All persons; Economic Activity: Economically active: Self-employed; measures: Value","Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value","Sex: All persons; Economic Activity: Economically active: Full-time student; measures: Value","Sex: All persons; Economic Activity: Economically Inactive; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Retired; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: All persons; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: All persons; Economic Activity: Economically inactive: Other; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: All persons; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: All persons; Economic Activity: Unemployed: Never worked; measures: Value","Sex: All persons; Economic Activity: Long-term unemployed; measures: Value","Sex: Males; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Males; Economic Activity: Economically active; measures: Value","Sex: Males; Economic Activity: Economically active: In employment; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Males; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Males; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Males; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Males; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Males; Economic Activity: Economically Inactive; measures: Value","Sex: Males; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Males; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Males; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Males; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Males; Economic Activity: Economically inactive: Other; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Males; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Males; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Males; Economic Activity: Long-term unemployed; measures: Value","Sex: Females; Economic Activity: All usual residents aged 16 to 74; measures: Value","Sex: Females; Economic Activity: Economically active; measures: Value","Sex: Females; Economic Activity: Economically active: In employment; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Part-time; measures: Value","Sex: Females; Economic Activity: Economically active: Employee: Full-time; measures: Value","Sex: Females; Economic Activity: Economically active: Self-employed; measures: Value","Sex: Females; Economic Activity: Economically active: Unemployed; measures: Value","Sex: Females; Economic Activity: Economically active: Full-time student; measures: Value","Sex: Females; Economic Activity: Economically Inactive; measures: Value","Sex: Females; Economic Activity: Economically inactive: Retired; measures: Value","Sex: Females; Economic Activity: Economically inactive: Student (including full-time students); measures: Value","Sex: Females; Economic Activity: Economically inactive: Looking after home or family; measures: Value","Sex: Females; Economic Activity: Economically inactive: Long-term sick or disabled; measures: Value","Sex: Females; Economic Activity: Economically inactive: Other; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 16 to 24; measures: Value","Sex: Females; Economic Activity: Unemployed: Age 50 to 74; measures: Value","Sex: Females; Economic Activity: Unemployed: Never worked; measures: Value","Sex: Females; Economic Activity: Long-term unemployed; measures: Value"
"2011","WF8","WF8","Total",23687,16059,14448,3468,9336,1644,1122,489,7628,4279,717,948,1269,415,380,195,166,439,11659,8496,7619,619,5828,1172,666,211,3163,1866,364,114,642,177,230,129,92,241,12028,7563,6829,2849,3508,472,456,278,4465,2413,353,834,627,238,150,66,74,198
"2011","WF9","WF9","Total",28738,18299,16236,4304,10259,1673,1526,537,10439,4758,1130,1337,2569,645,583,214,255,577,14218,9749,8582,793,6566,1223,934,233,4469,2057,582,177,1370,283,361,149,147,323,14520,8550,7654,3511,3693,450,592,304,5970,2701,548,1160,1199,362,222,65,108,254
"2011","WN1","WN1","Total",15030,10464,9248,2062,6027,1159,805,411,4566,2323,540,494,935,274,210,143,100,347,7766,5736,5024,447,3678,899,530,182,2030,1033,266,56,541,134,132,106,73,225,7264,4728,4224,1615,2349,260,275,229,2536,1290,274,438,394,140,78,37,27,122
"2011","WN2","WN2","Total",39239,26349,23325,5383,15286,2656,2013,1011,12890,6333,1338,1562,2765,892,644,317,301,803,19759,14203,12508,1073,9428,2007,1272,423,5556,2821,651,208,1413,463,423,212,181,460,19480,12146,10817,4310,5858,649,741,588,7334,3512,687,1354,1352,429,221,105,120,343
"2011","WN3","WN3","Total",22672,16122,14480,3312,9582,1586,1002,640,6550,3438,760,731,1294,327,307,150,135,392,11332,8606,7701,604,5858,1239,628,277,2726,1475,383,91,641,136,205,107,76,228,11340,7516,6779,2708,3724,347,374,363,3824,1963,377,640,653,191,102,43,59,164
"2011","WN4","WN4","Total",21514,14884,13448,3001,8794,1653,848,588,6630,3891,726,578,1127,308,291,143,129,301,10758,7908,7120,548,5293,1279,527,261,2850,1699,355,72,564,160,194,102,86,168,10756,6976,6328,2453,3501,374,321,327,3780,2192,371,506,563,148,97,41,43,133
"2011","WN5","WN5","Total",32173,21002,18612,4511,12075,2026,1663,727,11171,5818,1167,1340,2240,606,508,251,275,692,16114,11357,10022,1000,7507,1515,1013,322,4757,2573,536,181,1205,262,308,173,152,392,16059,9645,8590,3511,4568,511,650,405,6414,3245,631,1159,1035,344,200,78,123,300
"2011","WN6","WN6","Total",29605,20784,18769,4409,11938,2422,1123,892,8821,5324,1064,796,1223,414,325,209,135,433,14676,10930,9866,797,7263,1806,702,362,3746,2312,532,95,641,166,200,154,84,259,14929,9854,8903,3612,4675,616,421,530,5075,3012,532,701,582,248,125,55,51,174
"2011","WN7","WN7","Total",35147,23868,20926,4716,13632,2578,2028,914,11279,5382,1289,1383,2517,708,646,295,314,868,17557,12722,11085,1023,8110,1952,1250,387,4835,2378,574,203,1355,325,403,195,184,501,17590,11146,9841,3693,5522,626,778,527,6444,3004,715,1180,1162,383,243,100,130,367
"2011","WN8","WN8","Total",33414,22748,19801,4698,12708,2395,1956,991,10666,4873,1617,1504,2022,650,573,332,289,848,16205,11949,10336,844,7718,1774,1192,421,4256,2022,790,181,1013,250,377,215,157,485,17209,10799,9465,3854,4990,621,764,570,6410,2851,827,1323,1009,400,196,117,132,363
"2011","WR1","WR1","Total",7364,5650,4858,854,3370,634,379,413,1714,595,549,176,257,137,106,77,46,140,3934,3146,2668,230,1999,439,270,208,788,264,286,15,155,68,70,56,31,105,3430,2504,2190,624,1371,195,109,205,926,331,263,161,102,69,36,21,15,35
"2011","WR10","WR10","Total",12834,8870,8121,1925,4496,1700,402,347,3964,2643,448,423,301,149,89,113,26,176,6322,4742,4324,350,2830,1144,253,165,1580,1084,234,33,159,70,47,80,12,112,6512,4128,3797,1575,1666,556,149,182,2384,1559,214,390,142,79,42,33,14,64
"2011","WR11","WR11","Total",30781,22448,20623,4705,12418,3500,1027,798,8333,4737,981,1068,906,641,251,256,110,401,15526,12047,11053,860,7773,2420,644,350,3479,2033,499,84,460,403,162,167,73,240,15255,10401,9570,3845,4645,1080,383,448,4854,2704,482,984,446,238,89,89,37,161
"2011","WR12","WR12","Total",3840,2608,2440,472,1274,694,92,76,1232,847,100,142,81,62,16,41,7,40,1845,1379,1295,84,773,438,50,34,466,343,48,7,40,28,14,19,7,21,1995,1229,1145,388,501,256,42,42,766,504,52,135,41,34,2,22,0,19
"2011","WR13","WR13","Total",5923,3933,3649,797,1839,1013,178,106,1990,1342,220,205,145,78,57,46,19,51,2896,2087,1944,165,1103,676,102,41,809,581,96,18,76,38,33,29,11,27,3027,1846,1705,632,736,337,76,65,1181,761,124,187,69,40,24,17,8,24
"2011","WR14","WR14","Total",24255,16188,14592,3552,8438,2602,961,635,8067,4290,1474,916,964,423,266,232,115,359,11873,8604,7719,765,5218,1736,580,305,3269,1814,666,96,505,188,158,146,60,209,12382,7584,6873,2787,3220,866,381,330,4798,2476,808,820,459,235,108,86,55,150
"2011","WR15","WR15","Total",5153,3581,3338,741,1682,915,136,107,1572,929,233,184,139,87,39,43,17,51,2562,1917,1785,134,1013,638,85,47,645,397,128,12,70,38,23,32,11,33,2591,1664,1553,607,669,277,51,60,927,532,105,172,69,49,16,11,6,18
"2011","WR2","WR2","Total",22154,15190,12871,3285,7564,2022,721,1598,6964,3619,1849,606,584,306,221,152,84,263,10934,7931,6790,593,4744,1453,477,664,3003,1549,937,52,311,154,146,102,57,163,11220,7259,6081,2692,2820,569,244,934,3961,2070,912,554,273,152,75,50,27,100
"2011","WR3","WR3","Total",15098,11256,10373,2418,6497,1458,478,405,3842,2306,471,499,373,193,136,114,53,196,7451,5921,5445,450,3959,1036,297,179,1530,984,239,40,184,83,90,83,33,114,7647,5335,4928,1968,2538,422,181,226,2312,1322,232,459,189,110,46,31,20,82
"2011","WR4","WR4","Total",18907,14099,12601,2990,8382,1229,960,538,4808,1877,678,993,873,387,285,169,131,405,9227,7391,6592,516,5190,886,565,234,1836,789,330,103,440,174,170,106,85,220,9680,6708,6009,2474,3192,343,395,304,2972,1088,348,890,433,213,115,63,46,185
"2011","WR5","WR5","Total",22606,16917,15300,3439,9736,2125,874,743,5689,2917,932,824,654,362,241,195,121,337,11156,8946,8067,654,5895,1518,547,332,2210,1221,466,77,303,143,146,127,74,192,11450,7971,7233,2785,3841,607,327,411,3479,1696,466,747,351,219,95,68,47,145
"2011","WR6","WR6","Total",8866,6203,5810,1233,2787,1790,206,187,2663,1744,311,318,176,114,54,54,26,76,4381,3328,3138,218,1696,1224,115,75,1053,744,149,30,84,46,39,34,19,40,4485,2875,2672,1015,1091,566,91,112,1610,1000,162,288,92,68,15,20,7,36
"2011","WR7","WR7","Total",3615,2601,2453,571,1274,608,71,77,1014,678,135,120,45,36,15,29,5,30,1797,1382,1299,99,791,409,46,37,415,286,76,6,28,19,14,17,4,15,1818,1219,1154,472,483,199,25,40,599,392,59,114,17,17,1,12,1,15
"2011","WR8","WR8","Total",6190,4242,3988,886,2080,1022,139,115,1948,1256,216,180,218,78,35,51,18,47,3039,2225,2092,166,1245,681,91,42,814,530,101,19,128,36,26,36,14,28,3151,2017,1896,720,835,341,48,73,1134,726,115,161,90,42,9,15,4,19
"2011","WR9","WR9","Total",22481,16002,14668,3370,8841,2457,788,546,6479,3899,758,778,722,322,233,195,76,284,10990,8352,7665,614,5379,1672,457,230,2638,1662,385,67,381,143,148,134,47,159,11491,7650,7003,2756,3462,785,331,316,3841,2237,373,711,341,179,85,61,29,125
"2011","WS1","WS1","Total",19215,11776,9229,2486,5313,1430,1713,834,7439,1896,1731,1626,1163,1023,509,209,449,704,9867,7014,5515,1085,3288,1142,1083,416,2853,822,829,153,629,420,286,143,220,466,9348,4762,3714,1401,2025,288,630,418,4586,1074,902,1473,534,603,223,66,229,238
"2011","WS10","WS10","Total",32988,21489,18040,4690,11607,1743,2634,815,11499,4242,1678,2308,2262,1009,852,401,588,1154,16244,11691,9765,1097,7280,1388,1577,349,4553,1834,799,283,1230,407,533,285,338,684,16744,9798,8275,3593,4327,355,1057,466,6946,2408,879,2025,1032,602,319,116,250,470
"2011","WS11","WS11","Total",31282,21780,19310,4677,11990,2643,1645,825,9502,4713,1166,1387,1638,598,547,260,240,706,15418,11621,10287,810,7392,2085,985,349,3797,1992,542,147,852,264,334,170,124,410,15864,10159,9023,3867,4598,558,660,476,5705,2721,624,1240,786,334,213,90,116,296
"2011","WS12","WS12","Total",26669,19658,17870,4071,11312,2487,1075,713,7011,3529,941,1030,1111,400,353,190,158,431,13422,10569,9617,687,6959,1971,657,295,2853,1511,476,105,600,161,225,136,99,257,13247,9089,8253,3384,4353,516,418,418,4158,2018,465,925,511,239,128,54,59,174
"2011","WS13","WS13","Total",19341,13558,12312,2777,7815,1720,761,485,5783,3239,749,771,737,287,241,149,97,307,9510,7205,6561,541,4818,1202,444,200,2305,1373,348,68,392,124,155,98,59,155,9831,6353,5751,2236,2997,518,317,285,3478,1866,401,703,345,163,86,51,38,152
"2011","WS14","WS14","Total",12901,8926,8247,1860,5040,1347,355,324,3975,2313,521,413,218,510,100,90,33,120,6694,4828,4450,468,3048,934,224,154,1866,1002,286,29,118,431,79,54,27,69,6207,4098,3797,1392,1992,413,131,170,2109,1311,235,384,100,79,21,36,6,51
"2011","WS15","WS15","Total",27150,18914,17288,4116,10509,2663,1015,611,8236,4730,965,1055,1097,389,297,183,143,395,13464,10134,9261,722,6632,1907,600,273,3330,2061,468,92,544,165,180,125,81,226,13686,8780,8027,3394,3877,756,415,338,4906,2669,497,963,553,224,117,58,62,169
"2011","WS2","WS2","Total",26731,16900,13692,3595,8509,1588,2477,731,9831,2978,1551,2307,1855,1140,724,347,555,1121,13113,9474,7632,1036,5292,1304,1521,321,3639,1289,730,243,961,416,471,233,281,667,13618,7426,6060,2559,3217,284,956,410,6192,1689,821,2064,894,724,253,114,274,454
"2011","WS3","WS3","Total",35312,22663,19130,4942,11982,2206,2735,798,12649,5691,1417,2205,2249,1087,819,487,563,1343,17431,12186,10161,917,7492,1752,1669,356,5245,2507,694,324,1234,486,516,331,336,777,17881,10477,8969,4025,4490,454,1066,442,7404,3184,723,1881,1015,601,303,156,227,566
"2011","WS4","WS4","Total",12278,8360,7377,1758,4658,961,663,320,3918,2103,513,523,548,231,208,130,131,304,6084,4458,3918,359,2827,732,406,134,1626,888,247,73,313,105,139,83,74,181,6194,3902,3459,1399,1831,229,257,186,2292,1215,266,450,235,126,69,47,57,123
"2011","WS5","WS5","Total",15086,10301,9132,2134,5576,1422,782,387,4785,2288,899,722,519,357,232,135,155,331,7279,5489,4855,502,3260,1093,470,164,1790,912,449,69,230,130,151,93,82,185,7807,4812,4277,1632,2316,329,312,223,2995,1376,450,653,289,227,81,42,73,146
"2011","WS6","WS6","Total",13737,9467,8578,2111,5266,1201,504,385,4270,2638,546,446,470,170,170,115,61,202,6828,5049,4553,347,3284,922,342,154,1779,1153,274,40,229,83,124,81,41,133,6909,4418,4025,1764,1982,279,162,231,2491,1485,272,406,241,87,46,34,20,69
"2011","WS7","WS7","Total",22508,15577,14242,3455,8645,2142,789,546,6931,4394,705,752,789,291,222,176,106,295,11202,8278,7553,590,5358,1605,501,224,2924,1962,332,83,417,130,146,119,74,176,11306,7299,6689,2865,3287,537,288,322,4007,2432,373,669,372,161,76,57,32,119
"2011","WS8","WS8","Total",11399,7670,6789,1682,4222,885,649,232,3729,1900,453,523,603,250,198,113,115,305,5685,4167,3655,314,2649,692,402,110,1518,807,225,56,320,110,133,73,68,190,5714,3503,3134,1368,1573,193,247,122,2211,1093,228,467,283,140,65,40,47,115
"2011","WS9","WS9","Total",19122,13117,11820,2821,7246,1753,828,469,6005,3782,728,657,564,274,230,178,116,356,9440,7001,6235,489,4464,1282,545,221,2439,1586,358,82,286,127,148,132,71,229,9682,6116,5585,2332,2782,471,283,248,3566,2196,370,575,278,147,82,46,45,127
"2011","WV1","WV1","Total",12813,7900,5564,1425,3606,533,1165,1171,4913,1303,1848,602,697,463,332,176,233,504,6841,4550,3145,464,2283,398,789,616,2291,572,1017,91,392,219,196,141,122,366,5972,3350,2419,961,1323,135,376,555,2622,731,831,511,305,244,136,35,111,138
"2011","WV10","WV10","Total",40360,26739,21939,5795,13847,2297,3495,1305,13621,4799,2237,2493,2165,1927,1084,445,802,1497,20027,14289,11595,1360,8476,1759,2135,559,5738,2082,1056,332,1095,1173,665,297,468,909,20333,12450,10344,4435,5371,538,1360,746,7883,2717,1181,2161,1070,754,419,148,334,588
"2011","WV11","WV11","Total",25095,17078,14819,3654,9513,1652,1532,727,8017,4027,983,1090,1362,555,481,268,255,653,12521,9197,7913,668,5930,1315,980,304,3324,1688,521,113,757,245,312,171,158,386,12574,7881,6906,2986,3583,337,552,423,4693,2339,462,977,605,310,169,97,97,267
"2011","WV12","WV12","Total",19144,13245,11722,2806,7551,1365,1039,484,5899,3176,706,790,851,376,337,181,185,449,9506,7085,6262,507,4679,1076,625,198,2421,1343,358,93,470,157,197,116,105,240,9638,6160,5460,2299,2872,289,414,286,3478,1833,348,697,381,219,140,65,80,209
"2011","WV13","WV13","Total",15052,10259,8713,2022,5806,885,1139,407,4793,1885,694,884,899,431,335,180,216,549,7398,5509,4674,416,3557,701,664,171,1889,834,320,109,447,179,206,108,108,322,7654,4750,4039,1606,2249,184,475,236,2904,1051,374,775,452,252,129,72,108,227
"2011","WV14","WV14","Total",33616,22089,18480,4612,12002,1866,2826,783,11527,4795,1582,2046,2160,944,859,487,549,1296,16639,11872,9814,917,7463,1434,1721,337,4767,2103,815,280,1143,426,517,333,310,744,16977,10217,8666,3695,4539,432,1105,446,6760,2692,767,1766,1017,518,342,154,239,552
"2011","WV15","WV15","Total",5952,4157,3876,906,2175,795,161,120,1795,1150,209,193,171,72,44,35,13,62,3005,2254,2099,149,1376,574,100,55,751,510,105,19,89,28,30,22,11,37,2947,1903,1777,757,799,221,61,65,1044,640,104,174,82,44,14,13,2,25
"2011","WV16","WV16","Total",12807,8961,8339,1905,4627,1807,397,225,3846,2420,424,453,357,192,103,110,40,159,6429,4906,4540,367,2921,1252,257,109,1523,1022,197,32,184,88,79,77,29,100,6378,4055,3799,1538,1706,555,140,116,2323,1398,227,421,173,104,24,33,11,59
"2011","WV2","WV2","Total",10516,6568,4988,1284,3220,484,1097,483,3948,1111,841,698,760,538,275,181,265,486,5348,3655,2726,420,1930,376,680,249,1693,482,429,82,408,292,166,124,154,301,5168,2913,2262,864,1290,108,417,234,2255,629,412,616,352,246,109,57,111,185
"2011","WV3","WV3","Total",21182,14612,12413,2729,7991,1693,1481,718,6570,2959,1181,883,962,585,338,267,242,677,10792,7956,6617,667,4672,1278,983,356,2836,1290,618,91,529,308,221,192,140,453,10390,6656,5796,2062,3319,415,498,362,3734,1669,563,792,433,277,117,75,102,224
"2011","WV4","WV4","Total",25292,17658,15383,3500,9836,2047,1513,762,7634,3715,1321,998,1072,528,347,283,268,698,12558,9424,8141,783,5765,1593,904,379,3134,1573,654,108,560,239,206,178,136,415,12734,8234,7242,2717,4071,454,609,383,4500,2142,667,890,512,289,141,105,132,283
"2011","WV5","WV5","Total",11563,8082,7402,1726,4373,1303,378,302,3481,2186,475,363,319,138,112,90,44,151,5737,4297,3925,263,2716,946,226,146,1440,915,242,37,176,70,68,57,29,89,5826,3785,3477,1463,1657,357,152,156,2041,1271,233,326,143,68,44,33,15,62
"2011","WV6","WV6","Total",32816,23157,20308,4692,12578,3038,1781,1068,9659,4460,1862,1413,1104,820,508,319,325,713,16420,12527,10850,1113,7433,2304,1114,563,3893,1903,925,130,575,360,315,212,199,452,16396,10630,9458,3579,5145,734,667,505,5766,2557,937,1283,529,460,193,107,126,261
"2011","WV7","WV7","Total",5275,3952,3702,678,2606,418,122,128,1323,854,144,197,82,46,38,31,10,36,2929,2444,2305,115,1904,286,66,73,485,365,60,14,37,9,23,19,8,18,2346,1508,1397,563,702,132,56,55,838,489,84,183,45,37,15,12,2,18
"2011","WV8","WV8","Total",11131,7653,6760,1691,4111,958,589,304,3478,1908,483,467,415,205,180,106,95,268,5389,4035,3544,341,2485,718,361,130,1354,773,232,42,222,85,118,65,62,157,5742,3618,3216,1350,1626,240,228,174,2124,1135,251,425,193,120,62,41,33,111
"2011","WV9","WV9","Total",5501,3941,3559,802,2346,411,197,185,1560,954,204,183,159,60,51,35,18,94,2692,2026,1837,150,1396,291,111,78,666,431,109,15,89,22,32,26,11,50,2809,1915,1722,652,950,120,86,107,894,523,95,168,70,38,19,9,7,44
"2011","YO1","YO1","Total",3940,2802,2308,323,1670,315,125,369,1138,328,557,77,129,47,35,26,11,47,2037,1528,1318,118,990,210,82,128,509,145,249,8,80,27,28,19,8,32,1903,1274,990,205,680,105,43,241,629,183,308,69,49,20,7,7,3,15
"2011","YO10","YO10","Total",24979,13882,10464,2496,6634,1334,631,2787,11097,2113,7716,526,463,279,193,100,77,243,12500,7230,5601,663,4003,935,355,1274,5270,895,3927,73,249,126,104,73,34,129,12479,6652,4863,1833,2631,399,276,1513,5827,1218,3789,453,214,153,89,27,43,114
"2011","YO11","YO11","Total",17083,10847,9163,2512,5114,1537,913,771,6236,3218,1058,576,1005,379,239,191,95,390,8487,5771,4822,630,3149,1043,587,362,2716,1397,569,74,506,170,146,129,61,234,8596,5076,4341,1882,1965,494,326,409,3520,1821,489,502,499,209,93,62,34,156
"2011","YO12","YO12","Total",29325,20181,17902,5098,9870,2934,1384,895,9144,5067,1131,1100,1361,485,388,281,153,569,14252,10457,9221,1107,6062,2052,856,380,3795,2146,607,120,703,219,239,194,84,351,15073,9724,8681,3991,3808,882,528,515,5349,2921,524,980,658,266,149,87,69,218
"2011","YO13","YO13","Total",7364,4875,4558,1098,2261,1199,156,161,2489,1807,212,200,175,95,40,52,12,60,3527,2535,2362,206,1349,807,93,80,992,755,111,16,77,33,23,34,7,39,3837,2340,2196,892,912,392,63,81,1497,1052,101,184,98,62,17,18,5,21
"2011","YO14","YO14","Total",8159,4743,4253,1232,2134,887,302,188,3416,2333,238,287,423,135,107,68,27,108,3902,2465,2178,296,1270,612,190,97,1437,1002,122,37,212,64,70,42,19,64,4257,2278,2075,936,864,275,112,91,1979,1331,116,250,211,71,37,26,8,44
"2011","YO15","YO15","Total",10185,5907,4938,1391,2387,1160,743,226,4278,2588,329,356,750,255,210,147,100,322,5175,3251,2672,393,1496,783,474,105,1924,1142,160,45,450,127,135,107,57,214,5010,2656,2266,998,891,377,269,121,2354,1446,169,311,300,128,75,40,43,108
"2011","YO16","YO16","Total",18097,10624,9332,2664,5011,1657,880,412,7473,4792,608,732,1005,336,230,183,115,372,8662,5543,4833,560,3075,1198,544,166,3119,2007,314,106,540,152,150,122,72,209,9435,5081,4499,2104,1936,459,336,246,4354,2785,294,626,465,184,80,61,43,163
"2011","YO17","YO17","Total",15451,11322,10440,2480,5852,2108,527,355,4129,2567,401,495,450,216,168,111,47,198,7674,6012,5541,400,3686,1455,311,160,1662,1087,207,49,215,104,103,75,30,112,7777,5310,4899,2080,2166,653,216,195,2467,1480,194,446,235,112,65,36,17,86
"2011","YO18","YO18","Total",7676,5191,4841,1232,2370,1239,188,162,2485,1718,215,234,220,98,53,50,18,69,3741,2743,2570,217,1532,821,104,69,998,718,107,11,109,53,29,34,10,40,3935,2448,2271,1015,838,418,84,93,1487,1000,108,223,111,45,24,16,8,29
"2011","YO19","YO19","Total",9062,6359,5928,1469,3348,1111,187,244,2703,1798,411,257,143,94,43,59,16,51,4371,3285,3063,238,2077,748,118,104,1086,781,193,15,61,36,31,43,9,34,4691,3074,2865,1231,1271,363,69,140,1617,1017,218,242,82,58,12,16,7,17
"2011","YO21","YO21","Total",10395,7013,6433,1733,3057,1643,345,235,3382,2136,277,359,422,188,88,91,28,125,5151,3746,3426,376,1972,1078,217,103,1405,908,138,33,253,73,58,64,21,71,5244,3267,3007,1357,1085,565,128,132,1977,1228,139,326,169,115,30,27,7,54
"2011","YO22","YO22","Total",6458,4302,3921,1079,1798,1044,242,139,2156,1358,189,238,275,96,64,58,21,83,3198,2293,2093,227,1159,707,145,55,905,601,98,24,139,43,39,40,10,49,3260,2009,1828,852,639,337,97,84,1251,757,91,214,136,53,25,18,11,34
"2011","YO23","YO23","Total",14736,10653,9700,2307,5827,1566,375,578,4083,2324,825,395,257,282,89,86,29,131,7110,5459,4985,454,3500,1031,213,261,1651,1003,406,31,139,72,54,55,18,61,7626,5194,4715,1853,2327,535,162,317,2432,1321,419,364,118,210,35,31,11,70
"2011","YO24","YO24","Total",21795,16016,14580,3610,9077,1893,808,628,5779,3298,745,692,695,349,224,145,94,322,10632,8256,7513,735,5468,1310,495,248,2376,1397,371,68,378,162,145,95,67,182,11163,7760,7067,2875,3609,583,313,380,3403,1901,374,624,317,187,79,50,27,140
"2011","YO25","YO25","Total",24751,17110,15704,3722,8864,3118,777,629,7641,4928,793,824,771,325,238,180,91,308,12162,9039,8322,683,5520,2119,460,257,3123,2061,413,86,413,150,150,112,56,181,12589,8071,7382,3039,3344,999,317,372,4518,2867,380,738,358,175,88,68,35,127
"2011","YO26","YO26","Total",21877,16281,14942,3581,9102,2259,742,597,5596,3060,1008,734,512,282,220,162,78,246,10755,8531,7807,669,5556,1582,461,263,2224,1275,515,75,250,109,142,107,46,139,11122,7750,7135,2912,3546,677,281,334,3372,1785,493,659,262,173,78,55,32,107
"2011","YO30","YO30","Total",19684,14911,13547,3141,8610,1796,669,695,4773,2462,938,628,494,251,203,137,79,245,9734,7774,7036,672,5178,1186,423,315,1960,1038,473,59,270,120,131,97,56,143,9950,7137,6511,2469,3432,610,246,380,2813,1424,465,569,224,131,72,40,23,102
"2011","YO31","YO31","Total",23582,16910,13875,3419,8795,1661,809,2226,6672,2809,2329,589,636,309,264,131,78,299,11624,8662,7234,818,5212,1204,516,912,2962,1212,1175,67,373,135,166,91,48,184,11958,8248,6641,2601,3583,457,293,1314,3710,1597,1154,522,263,174,98,40,30,115
"2011","YO32","YO32","Total",20323,14450,13365,3583,7919,1863,450,635,5873,4071,546,544,499,213,124,109,41,137,9766,7363,6802,640,4879,1283,262,299,2403,1734,297,36,248,88,77,70,23,75,10557,7087,6563,2943,3040,580,188,336,3470,2337,249,508,251,125,47,39,18,62
"2011","YO41","YO41","Total",8115,5693,5305,1290,2987,1028,181,207,2422,1373,226,205,96,522,39,48,13,61,4281,3002,2809,260,1834,715,103,90,1279,594,126,12,55,492,19,28,9,38,3834,2691,2496,1030,1153,313,78,117,1143,779,100,193,41,30,20,20,4,23
"2011","YO42","YO42","Total",10717,7801,7300,1626,4179,1495,257,244,2916,1840,430,322,205,119,65,67,35,90,5286,4130,3867,267,2579,1021,147,116,1156,742,235,17,110,52,38,47,23,48,5431,3671,3433,1359,1600,474,110,128,1760,1098,195,305,95,67,27,20,12,42
"2011","YO43","YO43","Total",9071,6602,6157,1382,3688,1087,229,216,2469,1610,269,267,218,105,58,60,23,78,4457,3477,3245,240,2269,736,137,95,980,681,128,14,105,52,33,34,11,43,4614,3125,2912,1142,1419,351,92,121,1489,929,141,253,113,53,25,26,12,35
"2011","YO51","YO51","Total",4029,2992,2784,574,1593,617,92,116,1037,709,121,111,69,27,25,20,7,36,1994,1579,1479,100,968,411,49,51,415,296,60,7,39,13,15,11,6,16,2035,1413,1305,474,625,206,43,65,622,413,61,104,30,14,10,9,1,20
"2011","YO60","YO60","Total",3612,2563,2417,493,1207,717,81,65,1049,701,112,110,81,45,27,19,12,17,1781,1361,1272,90,727,455,50,39,420,282,52,8,53,25,20,11,8,8,1831,1202,1145,403,480,262,31,26,629,419,60,102,28,20,7,8,4,9
"2011","YO61","YO61","Total",10099,7290,6837,1515,3506,1816,210,243,2809,1866,302,326,206,109,46,69,14,52,4924,3828,3602,260,2158,1184,125,101,1096,775,150,14,110,47,29,42,10,26,5175,3462,3235,1255,1348,632,85,142,1713,1091,152,312,96,62,17,27,4,26
"2011","YO62","YO62","Total",8613,5932,5564,1252,2619,1693,166,202,2681,1648,490,256,146,141,41,57,14,67,4316,3156,2976,229,1671,1076,102,78,1160,702,292,13,78,75,22,37,9,44,4297,2776,2588,1023,948,617,64,124,1521,946,198,243,68,66,19,20,5,23
"2011","YO7","YO7","Total",14672,10916,10283,2171,6093,2019,323,310,3756,2363,385,484,322,202,77,84,33,96,7447,5996,5675,380,3914,1381,187,134,1451,965,195,30,169,92,44,56,20,54,7225,4920,4608,1791,2179,638,136,176,2305,1398,190,454,153,110,33,28,13,42
